word_id,english,russian,next_repetition_date,interval_hours,ease_factor,repetitions
1828979707,Any way we can let this slide,"Есть какой-нибудь способ, которым мы можем это уладить?",2026-01-05 15:31:15,12.0,2.5,0
1389416763,"Apologies, but I won't be able to make it this Friday","Прошу прощения, но я не смогу прийти в эту пятницу",2026-01-05 15:31:15,12.0,2.5,0
1108742565,As alluded to above,Как указано выше,2026-01-05 15:31:15,12.0,2.5,0
1448186264,As if on cue,как по команде,2026-01-05 15:31:15,12.0,2.5,0
1685870221,As noted earlier,как отмечалось ранее,2026-01-05 15:31:15,12.0,2.5,0
1575098323,"As the old adage goes, “Actions speak louder than words'","Как гласит старая пословица, “Действия говорят громче слов'",2026-01-05 15:31:15,12.0,2.5,0
1545740775,"As the team leader, the buck stops with me","Как руководитель группы, ответственность лежит на мне",2026-01-05 15:31:15,12.0,2.5,0
1032472938,"At a price of 100 USD, they also represent the finest value on the market for the goods of this type",Их цена в 100$ наиболее конкурентоспособна по сравнению с ценами на другие товары подобного вида,2026-01-05 15:31:15,12.0,2.5,0
2137227455,At press time,на момент выхода из печати,2026-01-05 15:31:15,12.0,2.5,0
382399,At the eleventh hour,В последнюю минуту,2026-01-05 15:31:15,12.0,2.5,0
1869506288,At the pinnacle of sth,на вершине чего-либо,2026-01-05 15:31:15,12.0,2.5,0
1750876367,"At your earliest convenience, please share your thoughts on the offer I presented","При первом удобном случае, пожалуйста, поделитесь своими мыслями о предложении, которое я представил",2026-01-05 15:31:15,12.0,2.5,0
161,Aussie,австралиец; австралийка (сокр. от Australian),2026-01-05 15:31:15,12.0,2.5,0
1244454745,B.Y.O.B,"Bring Your Own Bottle — так пишут иногда в конце приглашении на вечеринку, сродни нашему К.П.С.С.—каждый приносит с собой; или К.П.Б.— каждый приносит бутылку.; Bring Your Own Bottle — так пишут иногда в конце приглашении на вечеринку, сродни нашему: К.П.С.С.—каждый приносит с собой; или К.П.Б.— каждый приносит бутылку.",2026-01-05 15:31:15,12.0,2.5,0
1262233434,Ball someone out,"раскритиковать или отчитать кого-то за ошибку, провинность или неосторожность",2026-01-05 15:31:15,12.0,2.5,0
126245,Band-Aid,амер. пластырь временное решение проблемы,2026-01-05 15:31:15,12.0,2.5,0
1181544637,Bass Strait,пролив Басса,2026-01-05 15:31:15,12.0,2.5,0
1425266701,Bay of Biscay,Бискайский залив,2026-01-05 15:31:15,12.0,2.5,0
17028326,Be cheerful and smiling under all circumstances. Saying.,Радуйтесь и улыбайтесь перед лицом любых обстоятельств. Поговорка.,2026-01-05 15:31:15,12.0,2.5,0
1447079498,"Before buying, quote prices from multiple vendors",Перед покупкой уточните цены у нескольких поставщиков,2026-01-05 15:31:15,12.0,2.5,0
2062868888,"Before the sales presentation, she took a few hours to acquaint herself with the new products","Перед презентацией она потратила несколько часов на то, чтобы ознакомиться с новыми продуктами",2026-01-05 15:31:15,12.0,2.5,0
1795036962,"Before you complain about the design, taste the soup","Прежде чем жаловаться на дизайн, сам попробуй — пойми, в чём дело",2026-01-05 15:31:15,12.0,2.5,0
1708307415,Belly-to-belly selling is still the most effective method,Прямые продажи по-прежнему остаются самым эффективным методом,2026-01-05 15:31:15,12.0,2.5,0
2016776558,Bezel,Обрамление (экран телефона),2026-01-05 15:31:15,12.0,2.5,0
5178,Bine,бот. побег,2026-01-05 15:31:15,12.0,2.5,0
1104602006,Bites your arm off,он откусит тебе руку - очень хочет,2026-01-05 15:31:15,12.0,2.5,0
1591266368,Blow (someone/something) out of the water,"полностью уничтожить, разгромить, превзойти или опровергнуть что-то с ошеломляющим эффектом",2026-01-05 15:31:15,12.0,2.5,0
5651,Bogus,амер. поддельный,2026-01-05 15:31:15,12.0,2.5,0
360941,Boiler Room,котельная; контора по продаже незарегистрированных ценных бумаг,2026-01-05 15:31:15,12.0,2.5,0
126990,Boolean,логический,2026-01-05 15:31:15,12.0,2.5,0
5821,Borderless,"не имеющий границ; бесконечный, нескончаемый",2026-01-05 15:31:15,12.0,2.5,0
71155,Breathlessly,затаив дыхание,2026-01-05 15:31:15,12.0,2.5,0
199144,Bullwhip,хлыст,2026-01-05 15:31:15,12.0,2.5,0
1300308077,Bushido involves being ready to give up your life rather than act dishonorably or against your principles,"Бусидо предполагает готовность скорее расстаться со своей жизнью, чем поступить бесчестно или вопреки своим принципам",2026-01-05 15:31:15,12.0,2.5,0
1481357389,"Bushido is about controlling your emotions and being disciplined, like a warrior but also being good at peaceful activities","Бусидо - это умение контролировать свои эмоции и быть дисциплинированным, как воин, но также быть хорошим в мирной деятельности",2026-01-05 15:31:15,12.0,2.5,0
1628542865,"Bushido is following a set of rules about bravery, respect, and honesty, much like the Japanese samurai did","Бусидо следует набору правил о храбрости, уважении и честности, во многом похожим на то, что делали японские самураи",2026-01-05 15:31:15,12.0,2.5,0
1620443333,Bushido is putting honor and doing the right thing above your own needs,Бусидо ставит честь и правильные поступки выше ваших собственных потребностей,2026-01-05 15:31:15,12.0,2.5,0
1766730622,"Bushido means always trying to be fair and just, making ethical choices","Бусидо означает всегда стараться быть честным, принимать этические решения",2026-01-05 15:31:15,12.0,2.5,0
1614877986,But someone maxed out my credit card,Но кто-то опустошил мою кредитную карту,2026-01-05 15:31:15,12.0,2.5,0
1334211374,"By a show of hands, how many of you have been here before","Поднимите руки, кто из вас был здесь раньше",2026-01-05 15:31:15,12.0,2.5,0
1726221109,"By and large, the meeting went well","В целом, встреча прошла хорошо",2026-01-05 15:31:15,12.0,2.5,0
1693634517,"By participating in our exclusive networking event, your company could greatly benefit from the invaluable contacts and partnerships formed","Приняв участие в нашем эксклюзивном сетевом мероприятии, ваша компания могла бы извлечь большую пользу из сформировавшихся бесценных контактов и партнерских отношений",2026-01-05 15:31:15,12.0,2.5,0
1707518029,Bye for now then,до свидания,2026-01-05 15:31:15,12.0,2.5,0
1866282896,CONCATENATE,связывать,2026-01-05 15:31:15,12.0,2.5,0
1917132132,Call me coach,"метафорически: «считай меня экспертом», «я тебя научу», «я покажу, как делать правильно»",2026-01-05 15:31:15,12.0,2.5,0
1426914227,Can I ask who is calling?,"Могу я спросить, кто звонит?",2026-01-05 15:31:15,12.0,2.5,0
1071466676,"Can I have the Accounts Department, please?","Могу я связаться с бухгалтерией, пожалуйста?",2026-01-05 15:31:15,12.0,2.5,0
1002373894,"Can I have your name, please?","Могу я узнать ваше имя, пожалуйста?",2026-01-05 15:31:15,12.0,2.5,0
1318173690,Can I make an appointment with Mr Globe?,Я хотел бы назначить встречу с г-ном Глобом,2026-01-05 15:31:15,12.0,2.5,0
1588250798,Can you clue me up on what’s going on,"Не могли бы вы объяснить мне, что происходит",2026-01-05 15:31:15,12.0,2.5,0
1697428471,"Can you put me through to the After Sales, please?","Не могли бы вы соединить меня с отделом послепродажного обслуживания, пожалуйста?",2026-01-05 15:31:15,12.0,2.5,0
1408393240,Can you use your pull to get us a table at that restaurant,"Ты можешь воспользоваться своим влиянием, чтобы заказать нам столик в том ресторане",2026-01-05 15:31:15,12.0,2.5,0
2019397926,Changes to the privacy policy will be effective as from June 15th,Изменения в политике конфиденциальности вступают в силу с 15 июня,2026-01-05 15:31:15,12.0,2.5,0
1745521050,Clarity becomes your North Star during chaos,Ясность становится твоим ориентиром в хаосе,2026-01-05 15:31:15,12.0,2.5,0
1912720847,Closing thoughts,заключительная мысль,2026-01-05 15:31:15,12.0,2.5,0
1086901115,Clothespin,прищепка,2026-01-05 15:31:15,12.0,2.5,0
1614770013,Clunky,неуклюжий,2026-01-05 15:31:15,12.0,2.5,0
12195675,Coffee? If it is no bother.,Кофе? Если не трудно.,2026-01-05 15:31:15,12.0,2.5,0
6191282,Come on. Let's get this over with.,Давай закончим с этим делом,2026-01-05 15:31:15,12.0,2.5,0
1600699445,Come with strings attached,"иметь скрытые условия, обязательства или подвох",2026-01-05 15:31:15,12.0,2.5,0
59985,Conditionally,условно,2026-01-05 15:31:15,12.0,2.5,0
1497911532,Contango,"ситуация, когда цены фьючерсов выше, чем текущая (спот) цена актива",2026-01-05 15:31:15,12.0,2.5,0
1893579179,Contemplator,созерцатель,2026-01-05 15:31:15,12.0,2.5,0
1699383393,Conversely,Наоборот,2026-01-05 15:31:15,12.0,2.5,0
172013,Corpsman,санитар (в войсках или на флоте),2026-01-05 15:31:15,12.0,2.5,0
1326850041,"Could I check the number, please?","Могу я проверить номер, пожалуйста?",2026-01-05 15:31:15,12.0,2.5,0
1879525595,"Could I speak to Mrs Bales, please?","Могу я поговорить с миссис Бейлс, пожалуйста?",2026-01-05 15:31:15,12.0,2.5,0
1875579151,Could you please repeat that?,Не могли бы вы повторить это?,2026-01-05 15:31:15,12.0,2.5,0
1018140465,Could you please send us the invoice together with the delivery note,Не могли бы вы отправить нам счет-фактуру вместе с накладной,2026-01-05 15:31:15,12.0,2.5,0
1709737087,Could you please tell me how to apply for this card,"Не могли бы вы, пожалуйста, подсказать мне, как подать заявку на получение этой карты",2026-01-05 15:31:15,12.0,2.5,0
1645948748,"Could you speak a little slower, please?","Не могли бы вы говорить немного медленнее, пожалуйста?",2026-01-05 15:31:15,12.0,2.5,0
1020443319,Daedalian complications,"хитроумные, запутанные, сложные до головоломности осложнения",2026-01-05 15:31:15,12.0,2.5,0
56732,Dea,Drug Enforcement Administration; Управление по борьбе с наркотиками (в США),2026-01-05 15:31:15,12.0,2.5,0
11517,Deliverance,освобождение,2026-01-05 15:31:15,12.0,2.5,0
2043298972,Demand decreased in response to a hike in prices,Спрос уменьшился в ответ на рост цен,2026-01-05 15:31:15,12.0,2.5,0
49855,Demeanor,манера вести себя,2026-01-05 15:31:15,12.0,2.5,0
1701353420,Do you have other teams that you have already invested in,"Есть ли у вас другие команды, в которые вы уже инвестировали?",2026-01-05 15:31:15,12.0,2.5,0
1071964604,Do you only work with private companies or also perform contracts for government institutions,Вы работаете только с частными компаниями или также выполняете контракты для государственных учреждений?,2026-01-05 15:31:15,12.0,2.5,0
12195381,Do you want me to help you? You bet!,"Ты хочешь, чтобы я помог тебе? Еще спрашиваешь!",2026-01-05 15:31:15,12.0,2.5,0
2046158059,Do you want to hold on or would you like to call back later?,Вы хотите подождать или хотели бы перезвонить позже?,2026-01-05 15:31:15,12.0,2.5,0
1220313225,Don't act like a bull in a china shop,Не веди себя как слон в посудной лавке,2026-01-05 15:31:15,12.0,2.5,0
1660641791,Don't be a dog in the manger,Не будь собакой на сене,2026-01-05 15:31:15,12.0,2.5,0
17028316,"Don't cry because it's over, smile because it happened. Dr. Seuss.","Не плачь потому что это закончилось, улыбнись потому что это было. Доктор Сеусс.",2026-01-05 15:31:15,12.0,2.5,0
6191219,"Don't worry, I can make it on my own.","He волнуйтесь, я сам справлюсь.",2026-01-05 15:31:15,12.0,2.5,0
1759279769,Don’t be a pushover — stand your ground,Не будь тряпкой — отстаивай своё,2026-01-05 15:31:15,12.0,2.5,0
1191510876,Don’t just sling your clothes on the floor,Не бросайте свою одежду просто так на пол,2026-01-05 15:31:15,12.0,2.5,0
2055751317,Don’t lie — I’m on to you,Не лги — я тебя раскусил,2026-01-05 15:31:15,12.0,2.5,0
46826,Dork,придурок,2026-01-05 15:31:15,12.0,2.5,0
200197,Douchebag,подонок,2026-01-05 15:31:15,12.0,2.5,0
13210,Downright,совершенно,2026-01-05 15:31:15,12.0,2.5,0
1813498007,Drat! I forgot my wallet at home,Черт! Я забыл свой кошелек дома,2026-01-05 15:31:15,12.0,2.5,0
1853623366,"Drink because you are happy, but never because you are miserable","Пейте от того, что вы счастливы, и никогда - потому что несчастны",2026-01-05 15:31:15,12.0,2.5,0
46851,Drippy,Противный,2026-01-05 15:31:15,12.0,2.5,0
298399,Dumbass,тупица,2026-01-05 15:31:15,12.0,2.5,0
437,Dutch,нидерландский; голландский,2026-01-05 15:31:15,12.0,2.5,0
1166557113,Elicit envy,Вызывать зависть,2026-01-05 15:31:15,12.0,2.5,0
1387375868,Enoch,библ. Енох,2026-01-05 15:31:15,12.0,2.5,0
1934827959,Enterprise Resource Planning,планирование ресурсов предприятия (ERP),2026-01-05 15:31:15,12.0,2.5,0
189095,Ever since,с тех пор как; с того времени как,2026-01-05 15:31:15,12.0,2.5,0
2071661846,"Ever since our argument, she's been icing me out","С тех пор как мы поссорились, она выводит меня из себя",2026-01-05 15:31:15,12.0,2.5,0
2008742169,"Everyone was invited, bar none","Были приглашены все, без исключения",2026-01-05 15:31:15,12.0,2.5,0
17028320,Everything you can imagine is real. Pablo Picasso.,"Всё, что ты можешь вообразить — реально. Пабло Пикассо.",2026-01-05 15:31:15,12.0,2.5,0
14943,Excel,превосходить,2026-01-05 15:31:15,12.0,2.5,0
2047117034,"Extension 123, please","Добавочный номер 123, пожалуйста",2026-01-05 15:31:15,12.0,2.5,0
283580,FFS,"for fuck's sake, черт побери",2026-01-05 15:31:15,12.0,2.5,0
15409,Fairly,"весьма, довольно",2026-01-05 15:31:15,12.0,2.5,0
1239865496,Fake it till you make it,"Притворяйся, пока не добьешься своего",2026-01-05 15:31:15,12.0,2.5,0
1709721888,Fall on deaf ears,остаться без внимания; не быть услышанным,2026-01-05 15:31:15,12.0,2.5,0
16251,Flair,вкус,2026-01-05 15:31:15,12.0,2.5,0
1011531523,For any urgent enquiries you may contact our operations and IT support teams in your relevant tech support groups on either Telegram or Skype for immediate assistance,По любым срочным вопросам вы можете обратиться за немедленной помощью к нашим специалистам по эксплуатации и ИТ-поддержке в соответствующих группах технической поддержки в Telegram или Skype,2026-01-05 15:31:15,12.0,2.5,0
1416400068,For fucks sake,какого хера,2026-01-05 15:31:15,12.0,2.5,0
1945565229,For the loo,В туалет,2026-01-05 15:31:15,12.0,2.5,0
16719,Foremost,Прежде всего,2026-01-05 15:31:15,12.0,2.5,0
192588,French fries,картофель фри,2026-01-05 15:31:15,12.0,2.5,0
809688,From dawn to dusk,От рассвета до заката,2026-01-05 15:31:15,12.0,2.5,0
1680700024,Fuck me sideways,"«Ебать», «Вот это поворот», «Ну ни хуя себе»",2026-01-05 15:31:15,12.0,2.5,0
1301155997,Fucked-off client,очень злой или раздражённый клиент,2026-01-05 15:31:15,12.0,2.5,0
1471542107,Get a load of this,ты прикинь - when you want sbd 2 pay attention 2 sth exciting&intresti,2026-01-05 15:31:15,12.0,2.5,0
1775529286,Get evicted,получить выселение,2026-01-05 15:31:15,12.0,2.5,0
1412712016,Get old,устаревать; надоедать,2026-01-05 15:31:15,12.0,2.5,0
4975243,Get out of my way.,Уйди с дороги.,2026-01-05 15:31:15,12.0,2.5,0
17028330,"Go ahead, make my day! Sudden Impact (movie).","Давай, развесели меня! Внезапный удар (фильм).",2026-01-05 15:31:15,12.0,2.5,0
230870,Go around,распространяться,2026-01-05 15:31:15,12.0,2.5,0
1224410472,Good contacts give you a leg up in business,Хорошие контакты помогут вам продвинуться в бизнесе,2026-01-05 15:31:15,12.0,2.5,0
1208168178,Gulf of Carpentaria,залив Карпентария,2026-01-05 15:31:15,12.0,2.5,0
2032535889,Guzzler,обжора,2026-01-05 15:31:15,12.0,2.5,0
174098,Halfheartedly,неохотно,2026-01-05 15:31:15,12.0,2.5,0
196002,Hand over,передавать,2026-01-05 15:31:15,12.0,2.5,0
1709046337,Handling objections,Обработка возражений,2026-01-05 15:31:15,12.0,2.5,0
17028327,Happiness is not a destination. It is a method of life. Anonymous.,"Счастье —  это не цель, а образ жизни. Неизвестный автор.",2026-01-05 15:31:15,12.0,2.5,0
54969,Hardwire,выполнять проводное соединение,2026-01-05 15:31:15,12.0,2.5,0
1778861848,Have you attended Web Summit in the past,Посещали ли вы веб-саммит в прошлом?,2026-01-05 15:31:15,12.0,2.5,0
1868097321,Have you had the opportunity to review the details of our proposal,Была ли у вас возможность ознакомиться с деталями нашего предложения,2026-01-05 15:31:15,12.0,2.5,0
1513190882,Have you previously launched any similar projects,Запускали ли вы ранее какие-либо подобные проекты?,2026-01-05 15:31:15,12.0,2.5,0
1417496049,He always turns up to meetings dressed to the nines,Он всегда приходит на встречи вырядившийся по полной (с иголочки),2026-01-05 15:31:15,12.0,2.5,0
1260975862,He buys his groceries on tick,Он покупает продукты в долг,2026-01-05 15:31:15,12.0,2.5,0
1858637628,He came from noble antecedents,Он происходил из знатного рода,2026-01-05 15:31:15,12.0,2.5,0
1906081712,He clued her up before the meeting,"Он заранее объяснил ей, что к чему, перед встречей",2026-01-05 15:31:15,12.0,2.5,0
1701419416,He coddles his employees instead of pushing them to improve,"Он нянчится со своими сотрудниками вместо того, чтобы подталкивать их к самосовершенствованию",2026-01-05 15:31:15,12.0,2.5,0
1696290504,He constantly denigrates his coworkers to look superior,"Он постоянно принижает коллег, чтобы казаться лучше",2026-01-05 15:31:15,12.0,2.5,0
1235930315,"He denied cheating, but he was caught with his hand in the cookie jar","Он отрицал, что жульничал, но его поймали с поличным",2026-01-05 15:31:15,12.0,2.5,0
1905748237,He got railroaded into signing the contract,Его вынудили подписать контракт,2026-01-05 15:31:15,12.0,2.5,0
1871683825,He has to sort himself out,Ему нужно разобраться с собой / привести себя в норму,2026-01-05 15:31:15,12.0,2.5,0
1234835398,He insinuated that I wasn’t qualified,"Он намекнул, что я некомпетентен",2026-01-05 15:31:15,12.0,2.5,0
2013324182,He is perennially late,Он вечно опаздывает,2026-01-05 15:31:15,12.0,2.5,0
1290478297,He is too anal,Он слишком дотошный,2026-01-05 15:31:15,12.0,2.5,0
1941057169,He kept spouting nonsense about politics,Он продолжал нести какую-то чушь о политике,2026-01-05 15:31:15,12.0,2.5,0
1371021006,He loves to hobnob with celebrities,Он обожает общаться со знаменитостями,2026-01-05 15:31:15,12.0,2.5,0
1737952817,He made a really dickish comment,Он сделал действительно мудацкий  комментарий,2026-01-05 15:31:15,12.0,2.5,0
1065627838,He made a seat-of-the-pants decision to invest in the company,Он принял интуитивное решение вложиться в компанию,2026-01-05 15:31:15,12.0,2.5,0
2044765271,He purports to be an expert,"Он утверждает, что он эксперт (но есть сомнения в этом)",2026-01-05 15:31:15,12.0,2.5,0
1330357337,He put his money where his mouth is,"Его слова не расходятся с делом (Он положил свои деньги туда, где находится его рот)",2026-01-05 15:31:15,12.0,2.5,0
1394996534,He refuses to pander to the audience,Он отказывается угождать публике,2026-01-05 15:31:15,12.0,2.5,0
1971824679,He reneged on his promise to help,Он нарушил свое обещание помочь,2026-01-05 15:31:15,12.0,2.5,0
1902998914,He sauntered into the room as if he owned the place,"Он прошествовал в комнату с таким видом, словно был здесь хозяином",2026-01-05 15:31:15,12.0,2.5,0
1071797342,He seemed unusually subdued after the meeting,После встречи он казался необычно подавленным,2026-01-05 15:31:15,12.0,2.5,0
1230295587,"He showed me his project, warts and all","Он показал мне свой проект, без прикрас",2026-01-05 15:31:15,12.0,2.5,0
1945145921,He started to digress and talk about his childhood,Он начал отвлекаться и рассказывать о своем детстве,2026-01-05 15:31:15,12.0,2.5,0
1340375508,He stripped to his skivvies,Он разделся до нижнего белья,2026-01-05 15:31:15,12.0,2.5,0
1294625642,He tends to conflate success with happiness,Он склонен отождествлять успех со счастьем,2026-01-05 15:31:15,12.0,2.5,0
1726348751,He took the brunt of the criticism,Он принял на себя основной удар критики,2026-01-05 15:31:15,12.0,2.5,0
1469412397,"He was a good student, but bad friends led him astray","Он был хорошим учеником, но плохие друзья сбили его с пути",2026-01-05 15:31:15,12.0,2.5,0
1367805642,He was never really a click for me romantically,В романтическом плане он мне никогда не нравился,2026-01-05 15:31:15,12.0,2.5,0
1667447488,He was puking all night after the party,Он блевал всю ночь после вечеринки,2026-01-05 15:31:15,12.0,2.5,0
1844202219,He was stuck doing menial tasks at the office,Он был вынужден выполнять черную работу в офисе,2026-01-05 15:31:15,12.0,2.5,0
1332012966,He wore a bright red suit to the meeting and stuck out like a sore thumb,Он пришёл на встречу в ярко-красном костюме и сильно выделялся,2026-01-05 15:31:15,12.0,2.5,0
1476230169,He's a scrappy entrepreneur who never gives up,"Он боевой предприниматель, который никогда не сдается",2026-01-05 15:31:15,12.0,2.5,0
1598125194,He's been in the industry since the early aughts,Он в этой индустрии с начала нулевых,2026-01-05 15:31:15,12.0,2.5,0
1121218123,He's breathing down my neck,Он дышит мне в затылок,2026-01-05 15:31:15,12.0,2.5,0
1588247194,He's charming but glib,"Он обаятельный, но словоохотливый",2026-01-05 15:31:15,12.0,2.5,0
61961,Helplessly,беспомощно,2026-01-05 15:31:15,12.0,2.5,0
19516,Hence,следовательно,2026-01-05 15:31:15,12.0,2.5,0
1896134916,Her efforts to help the poor are truly laudable,Её усилия помочь бедным действительно заслуживают похвалы,2026-01-05 15:31:15,12.0,2.5,0
1511250918,Her explanation rings true,Ее объяснение звучит правдоподобно,2026-01-05 15:31:15,12.0,2.5,0
1131489033,Her explanation was crisp and clear,Ее объяснение было четким и ясной,2026-01-05 15:31:15,12.0,2.5,0
1181062297,Her luxurious lifestyle elicited envy from her friends,Ее роскошный образ жизни вызывал зависть у друзей,2026-01-05 15:31:15,12.0,2.5,0
1907930199,Her sudden question threw me off track,Ее неожиданный вопрос сбил меня с толку,2026-01-05 15:31:15,12.0,2.5,0
1970856596,Her tacky earrings looked fake,Ее безвкусные серьги казались фальшивыми,2026-01-05 15:31:15,12.0,2.5,0
6286245,Here's what we'll do.,Мы сделаем вот что.,2026-01-05 15:31:15,12.0,2.5,0
19554,Herein,здесь,2026-01-05 15:31:15,12.0,2.5,0
1658623056,"Hey, simmer down - It’s not a big deal","Эй, успокойся - в этом нет ничего особенного",2026-01-05 15:31:15,12.0,2.5,0
1149777506,He’s an expert in his own turf — finance,Он эксперт в своем деле — финансировании,2026-01-05 15:31:15,12.0,2.5,0
1559292785,He’s been burning the midnight oil to finish the report,Он работает ночами чтобы закончить отчёт,2026-01-05 15:31:15,12.0,2.5,0
1088977906,He’s dangerous — he belongs behind bars,Он опасен — его место за решеткой,2026-01-05 15:31:15,12.0,2.5,0
1604099502,He’s fickle — he changes his mind every week,Он непостоянный — каждую неделю меняет мнение,2026-01-05 15:31:15,12.0,2.5,0
1845769148,He’s just a snot-nosed kid who thinks he knows everything,"Он просто сопливый мальчишка, который думает, что знает все на свете",2026-01-05 15:31:15,12.0,2.5,0
2061461077,He’s just playing dress up as a CEO,"Он просто играет в CEO, делает вид",2026-01-05 15:31:15,12.0,2.5,0
1553123726,High-end ,высокий класс,2026-01-05 15:31:15,12.0,2.5,0
1693201959,High-grade,высококачественный,2026-01-05 15:31:15,12.0,2.5,0
1099669320,His comment was as off-base as thinking the Earth is flat,"Его комментарий был таким же нелепым, как мысль о том, что Земля плоская",2026-01-05 15:31:15,12.0,2.5,0
1706682203,"His friends were talking in his ear, telling him to take the risk","Друзья уговаривали его, подталкивали пойти на риск",2026-01-05 15:31:15,12.0,2.5,0
1906996570,His help always comes with strings attached,Его помощь никогда не бывает бескорыстной — всегда с подвохом,2026-01-05 15:31:15,12.0,2.5,0
1077525967,His incendiary speech provoked anger among the crowd,Его зажигательная речь вызвала гнев толпы,2026-01-05 15:31:15,12.0,2.5,0
1863961587,His lewd remarks made everyone uncomfortable,От его непристойных замечаний всем стало не по себе,2026-01-05 15:31:15,12.0,2.5,0
1459948846,His overbearing manner silenced everyone in the room,Его властные манеры заставили всех присутствующих замолчать,2026-01-05 15:31:15,12.0,2.5,0
1834492075,His story doesn't jibe with the facts,Его история не соответствует фактам,2026-01-05 15:31:15,12.0,2.5,0
1643085451,His vituperative language shocked everyone in the room,Его оскорбительные высказывания шокировали всех присутствующих в зале,2026-01-05 15:31:15,12.0,2.5,0
17028329,History will be kind to me for I intend to write it. Winston Churchill.,"История будет добра ко мне, ибо я намерен её писать. Уинстон Черчил.",2026-01-05 15:31:15,12.0,2.5,0
1930892037,"Hold on a moment, please","Подождите минутку, пожалуйста",2026-01-05 15:31:15,12.0,2.5,0
190491,Hold out,держаться до конца,2026-01-05 15:31:15,12.0,2.5,0
1261492857,"Hold the line, please,","Держите линию, пожалуйста.",2026-01-05 15:31:15,12.0,2.5,0
173289,Hook up,"подключить, заводить интрижку",2026-01-05 15:31:15,12.0,2.5,0
